Station Name (LEA),State,Records
NC CENTRAL UNIVERSITY POLICE  HI_ED,NC,3
NC DEPT OF HEALTH AND HUMAN SVCS,NC,8
NC DEPT OF PUBLIC SAFETY-ALE,NC,2
NC DIVISION OF PRISONS,NC,14
NC JUSTICE ACADEMY,NC,4
NC PARKS  REC FALLS LAKE REC AREA,NC,1
NC STATE BUREAU OF INVESTIGATION,NC,5
NC STATE CAPITOL POLICE,NC,12
NC STATE HIGHWAY PATROL,NC,7
NC STATE PORT AUTHORITY POLICE,NC,9
NEW BERN POLICE DEPT,NC,8
NEWTON POLICE DEPT,NC,7
NORLINA POLICE DEPT,NC,9
NORTH TOPSAIL BEACH POLICE DEPT,NC,8
NORTH WILKESBORO POLICE DEPT,NC,14
NORTHAMPTON COUNTY SHERIFF DEPT,NC,11
NORWOOD POLICE DEPT,NC,9
OAKBORO POLICE,NC,13
OCEAN ISLE BEACH POLICE DEPT,NC,21
ONSLOW COUNTY SHERIFFS OFFICE,NC,42
ORANGE COUNTY SHERIFF DEPT,NC,2
ORIENTAL POLICE DEPT,NC,8
PAMLICO COUNTY SHERIFF DEPT,NC,2
PARKTON POLICE DEPT,NC,8
PASQUOTANK COUNTY SHERIFF DEPT,NC,2
PENDER COUNTY SHERIFF DEPT,NC,5
PERSON COUNTY SHERIFF DEPT,NC,15
PILOT MOUNTAIN POLICE DEPT,NC,5
PINE LEVEL POLICE DEPT,NC,9
PINEBLUFF POLICE DEPT,NC,1
PINEHURST POLICE DEPT,NC,28
PINETOPS POLICE DEPT,NC,3
PITT COUNTY SHERIFF OFFICE,NC,28
PLYMOUTH POLICE DEPT,NC,2
POLK COUNTY SHERIFF DEPT,NC,5
RAMSEUR POLICE DEPT,NC,6
RANDLEMAN POLICE DEPT,NC,5
RANDOLPH COUNTY SHERIFF DEPT,NC,20
RANLO POLICE DEPT,NC,1
REIDSVILLE POLICE DEPT,NC,9
RICH SQUARE POLICE DEPT,NC,18
RICHMOND COUNTY SHERIFF DEPT,NC,4
ROANOKE RAPIDS POLICE DEPT,NC,38
ROBESON COUNTY SHERIFF DEPT,NC,8
ROCKINGHAM COUNTY SHERIFF DEPT,NC,25
ROCKINGHAM POLICE DEPT,NC,7
ROCKWELL POLICE DEPT,NC,2
ROLESVILLE POLICE DEPT,NC,4
ROWAN COUNTY SHERIFF DEPT,NC,23
ROWLAND POLICE DEPT,NC,5
RUTHERFORD COUNTY SHERIFF DEPT,NC,15
RUTHERFORDTON POLICE DEPT,NC,4
SAINT PAULS POLICE DEPT,NC,2
SALISBURY POLICE DEPT,NC,17
SAMPSON COUNTY SHERIFF DEPT,NC,12
SCOTLAND NECK POLICE DEPT,NC,4
SEABOARD POLICE DEPT,NC,2
SMITHFIELD POLICE DEPT,NC,7
SOUTHERN SHORES POLICE DEPT,NC,2
SPARTA POLICE DEPT,NC,1
SPENCER POLICE DEPT,NC,4
SPINDALE POLICE DEPT,NC,1
SPRING LAKE POLICE DEPT,NC,18
SPRUCE PINE POLICE DEPT,NC,7
STANFIELD POLICE DEPT,NC,2
STANLY COUNTY SHERIFF DEPT,NC,15
STANTONSBURG POLICE DEPT,NC,2
STATESVILLE POLICE DEPT,NC,16
STEM POLICE DEPT,NC,6
SUGAR MOUNTAIN POLICE DEPT,NC,1
SURRY COUNTY SHERIFF DEPT,NC,20
SWANSBORO POLICE DEPT,NC,7
TABOR CITY POLICE DEPT,NC,1
TAYLORSVILLE POLICE DEPT,NC,4
THOMASVILLE POLICE DEPT,NC,14
TOPSAIL BEACH POLICE DEPT,NC,1
TRANSYLVANIA COUNTY SHERIFF DEPT,NC,10
TRIAD ALCOHOLIC BEV CONTROL LE,NC,1
TROUTMAN POLICE DEPT,NC,4
TRYON POLICE DEPT,NC,1
UNION COUNTY SHERIFF DEPT,NC,28
UNIV OF NC ASHEVILLE POLICE HI_ED,NC,8
US DHS ICE WINSTON SALEM,NC,51
US DOI NPS BLUE RIDGE,NC,1
US DOJ DEA RALEIGH,NC,14
US DOJ PRISON BUR FCI BUTNER,NC,1
US FISH AND WILDLIFE SERVICE,NC,5
US MARSHAL SERVICE EAST DIST OF NC,NC,2
USDA FOREST SERVICE LEI NEW BERN,NC,11
VALDESE POLICE DEPT,NC,14
VANCE COUNTY SHERIFF DEPT,NC,10
VASS POLICE DEPT,NC,6
WADESBORO POLICE DEPT,NC,5
WAKE FOREST POLICE DEPT,NC,1
WALLACE POLICE DEPT,NC,1
WARRENTON POLICE DEPT,NC,4
WARSAW POLICE DEPT,NC,53
WASHINGTON POLICE DEPT,NC,25
WATAUGA COUNTY SHERIFF DEPT,NC,13
WAYNE COUNTY SHERIFF OFFICE,NC,45
WAYNESVILLE POLICE DEPT,NC,6
WELDON POLICE DEPT,NC,4
WESTERN CAROLINA UNIV POLICE HI_ED,NC,8
WHITAKERS POLICE DEPT,NC,1
WHITEVILLE POLICE DEPT,NC,4
WILKES COUNTY SHERIFF DEPT,NC,48
WILLIAMSTON POLICE DEPT,NC,8
WILMINGTON POLICE DEPT,NC,41
WINFALL POLICE DEPT,NC,1
WINSTON SALEM POLICE DEPT,NC,1
WINTERVILLE POLICE DEPT,NC,3
WOODFIN POLICE DEPT,NC,10
WRIGHTSVILLE BEACH POLICE DEPT,NC,5
YADKIN COUNTY SHERIFF DEPT,NC,2
YADKINVILLE POLICE DEPT,NC,16
YANCEY COUNTY SHERIFF DEPT,NC,1
ZEBULON POLICE DEPT,NC,11
ADAMS COUNTY SHERIFF DEPT,ND,1
BARNES COUNTY SHERIFF DEPT,ND,16
BELFIELD POLICE DEPT,ND,2
BERTHOLD POLICE DEPT,ND,1
BEULAH POLICE DEPT,ND,6
BISMARCK POLICE DEPT,ND,25
BOTTINEAU COUNTY SHERIFF DEPT,ND,21
BOWMAN COUNTY SHERIFF DEPT,ND,3
BURKE COUNTY SHERIFF DEPT,ND,4
BURLEIGH COUNTY SHERIFF DEPT,ND,26
BURLINGTON POLICE DEPT,ND,4
CANDO POLICE DEPT,ND,4
CARRINGTON POLICE DEPT,ND,2
CASS COUNTY SHERIFF DEPT,ND,60
CAVALIER COUNTY SHERIFF DEPT,ND,3
CAVALIER POLICE DEPT,ND,1
DEVILS LAKE POLICE DEPT,ND,2
DHS USCBP USBP PORTAL STATION,ND,11
DICKINSON POLICE DEPT,ND,20
DIVIDE COUNTY SHERIFF DEPT,ND,8
DUNN COUNTY SHERIFF DEPT,ND,18
EDDY COUNTY SHERIFF DEPT,ND,1
EMMONS COUNTY SHERIFF DEPT,ND,2
FARGO POLICE DEPT,ND,8
FOSTER COUNTY SHERIFF DEPT,ND,4
GOLDEN VALLEY COUNTY SHERIFF,ND,16
GRAFTON POLICE DEPT,ND,15
GRAND FORKS COUNTY SHERIFF DEPT,ND,6
GRAND FORKS POLICE DEPT,ND,16
GRANT COUNTY SHERIFF DEPT,ND,7
GRIGGS COUNTY SHERIFF DEPT,ND,5
HARVEY POLICE DEPT,ND,6
HAZEN POLICE DEPT,ND,2
HETTINGER COUNTY SHERIFF DEPT,ND,6
JAMESTOWN POLICE DEPT,ND,12
KENMARE POLICE DEPT,ND,4
KILLDEER POLICE DEPT,ND,6
LAMOURE COUNTY SHERIFF DEPT,ND,4
LISBON POLICE DEPARTMENT,ND,2
LOGAN COUNTY SHERIFF DEPT,ND,4
MANDAN POLICE DEPT,ND,6
MCHENRY COUNTY SHERIFF DEPT,ND,16
MCINTOSH COUNTY SHERIFF DEPT,ND,2
MCLEAN COUNTY SHERIFF DEPT,ND,19
MERCER COUNTY SHERIFF DEPT,ND,14
MINOT POLICE DEPT,ND,14
MORTON COUNTY SHERIFF DEPT,ND,45
MOUNTRAIL COUNTY SHERIFF DEPT,ND,2
ND ATTY GEN BUREAU OF CRIMINAL INV,ND,133
ND DEPT OF CORRECTIONS,ND,65
ND DEPT OF FISH AND GAME,ND,11
ND HIGHWAY PATROL BISMARCK,ND,1
ND PARKS AND RECREATION DEPT,ND,6
NELSON COUNTY SHERIFF DEPT,ND,6
NORTHWOOD POLICE DEPT,ND,1
OAKES POLICE DEPT,ND,6
PEMBINA COUNTY SHERIFF DEPT,ND,14
PIERCE COUNTY SHERIFF DEPT,ND,1
POWERS LAKE POLICE DEPT,ND,2
RAMSEY COUNTY SHERIFF DEPT,ND,18
RANSOM COUNTY SHERIFF DEPT,ND,4
RAY POLICE DEPARTMENT,ND,1
RENVILLE COUNTY SHERIFF DEPT,ND,8
RICHLAND COUNTY SHERIFF DEPT,ND,14
ROLLA POLICE DEPT,ND,9
RUGBY POLICE DEPT,ND,1
SARGENT COUNTY SHERIFF DEPT,ND,3
SCRANTON POLICE DEPT,ND,1
SHERIDAN COUNTY SHERIFF DEPT,ND,2
STARK COUNTY SHERIFF DEPT,ND,27
STEELE COUNTY SHERIFF DEPT,ND,1
STUTSMAN COUNTY DTF,ND,8
SURREY POLICE DEPT,ND,3
TIOGA POLICE DEPT,ND,7
TOWNER COUNTY SHERIFF,ND,7
TRAILL COUNTY SHERIFF DEPT,ND,4
VALLEY CITY POLICE DEPT,ND,15
WAHPETON POLICE DEPT,ND,5
WALSH COUNTY SHERIFF DEPT,ND,30
WARD COUNTY SHERIFF DEPT,ND,69
WATFORD CITY POLICE DEPT,ND,6
WELLS COUNTY SHERIFF DEPT,ND,2
WEST FARGO POLICE DEPT,ND,6
WILLIAMS COUNTY SHERIFF DEPT,ND,16
WILLISTON POLICE DEPT,ND,5
ATKINSON POLICE DEPT,NE,3
BEATRICE POLICE DEPT,NE,2
BUFFALO COUNTY SHERIFF OFFICE,NE,8
BURT COUNTY SHERIFF DEPT,NE,5
CASS COUNTY SHERIFF DEPT,NE,37
CEDAR BLUFFS POLICE DEPT,NE,1
CHADRON POLICE DEPT,NE,7
CHASE COUNTY SHERIFF DEPT,NE,4
COLFAX COUNTY SHERIFF OFFICE,NE,8
COZAD POLICE DEPT,NE,4
DAKOTA COUNTY SHERIFF DEPT,NE,12
DIXON COUNTY SHERIFF DEPT,NE,5
DOUGLAS COUNTY SHERIFF DEPT,NE,29
FILLMORE COUNTY SHERIFF DEPT,NE,7
FREMONT POLICE DEPT,NE,7
GAGE COUNTY SHERIFF DEPT,NE,2
GOTHENBERG POLICE DEPT,NE,4
GRAND ISLAND POLICE DEPT,NE,10
GREELEY COUNTY SHERIFF DEPT,NE,2
HOLT COUNTY SHERIFF DEPT,NE,4
HOWARD COUNTYSHERIFF,NE,6
JEFFERSON COUNTY SHERIFF OFFICE,NE,4
KEITH COUNTY SHERIFF OFFICE,NE,3
KIMBALL COUNTY SHERIFF DEPT,NE,8
LA VISTA POLICE DEPARTMENT,NE,6
LANCASTER COUNTY SHERIFF DEPT,NE,1
LINCOLN POLICE DEPT,NE,10
LYONS POLICE DEPT,NE,3
MADISON COUNTY SHERIFF DEPT,NE,10
MCPHERSON COUNTY SHERIFF DEPT,NE,1
NANCE COUNTY SHERIFF DEPT,NE,4
NE STATE PATROL,NE,3
NE STATE PATROL AIR DIVISION,NE,4
NEMAHA COUNTY SHERIFF OFFICE,NE,3
NORFOLK POLICE DEPT,NE,7
NUCKOLLS COUNTY SHERIFF DEPT,NE,2
OGALLALA POLICE DEPT,NE,2
OMAHA POLICE DEPT,NE,10
ONEILL POLICE DEPT,NE,1
POLK COUNTY SHERIFF DEPT,NE,6
RED WILLOW COUNTY SHERIFF DEPT,NE,4
SAINT PAUL POLICE DEPT,NE,2
SARPY COUNTY SHERIFF DEPT,NE,1
SOUTH SIOUX CITY POLICE DEPT,NE,13
TEKAMAH POLICE DEPT,NE,2
THURSTON COUNTY SHERIFF DEPT,NE,4
UNION PACIFIC RAILROAD POLICE DEPT,NE,21
US DOI NPS MIDWEST REGION,NE,655
WHEELER COUNTY SHERIFFS DEPT,NE,1
YORK COUNTY SHERIFF,NE,5
ALLENSTOWN POLICE DEPT,NH,4
ALTON POLICE DEPT,NH,1
ASHLAND POLICE DEPT,NH,2
BARNSTEAD POLICE DEPT,NH,18
BELKNAP COUNTY DEPT OF CORRECTIONS,NH,1
BELKNAP COUNTY SHERIFF DEPT,NH,1
BERLIN POLICE DEPT,NH,1
BOSCAWEN POLICE DEPT,NH,14
BRENTWOOD POLICE DEPT,NH,5
BRIDGEWATER POLICE DEPT,NH,1
BRISTOL POLICE DEPT,NH,4
BROOKLINE POLICE DEPT,NH,3
CARROLL COUNTY SHERIFF DEPT,NH,15
CARROLL POLICE DEPT,NH,2
CENTER HARBOR POLICE DEPT,NH,1
CHESTERFIELD POLICE DEPT,NH,2
CLAREMONT POLICE DEPT,NH,8
COOS COUNTY SHERIFF DEPT,NH,1
DEERFIELD POLICE DEPT,NH,2
DERRY POLICE DEPT,NH,10
DOVER POLICE DEPT,NH,13
DURHAM POLICE DEPT,NH,4
EAST KINGSTON POLICE DEPT,NH,15
EFFINGHAM POLICE DEPT,NH,2
ENFIELD POLICE DEPT,NH,6
EXETER POLICE DEPT,NH,2
FARMINGTON POLICE DEPT,NH,16
FRANCONIA POLICE DEPT,NH,2
FRANKLIN POLICE DEPT,NH,34
FREMONT POLICE DEPT,NH,2
GILFORD POLICE DEPT,NH,2
GRAFTON COUNTY SHERIFF DEPT,NH,4
GRAFTON POLICE DEPT,NH,2
GRANTHAM POLICE DEPT,NH,6
GROTON POLICE DEPT,NH,1
HAMPSTEAD POLICE DEPT,NH,7
HAMPTON POLICE DEPT,NH,6
HAVERHILL POLICE DEPT,NH,4
HENNIKER POLICE DEPT,NH,8
HOLLIS POLICE DEPT,NH,10
HOOKSETT POLICE DEPT,NH,4
HUDSON POLICE DEPT,NH,8
JAFFREY POLICE DEPT,NH,4
KENSINGTON POLICE DEPT,NH,8
KINGSTON POLICE DEPT,NH,71
LACONIA POLICE DEPT,NH,1
LANCASTER POLICE DEPT,NH,12
LINCOLN POLICE DEPT,NH,4
LITTLETON POLICE DEPT,NH,3
LONDONDERRY POLICE DEPT,NH,7
LOUDON POLICE DEPT,NH,4
MADBURY POLICE DEPARTMENT,NH,7
MANCHESTER POLICE DEPT,NH,29
MEREDITH POLICE DEPT,NH,5
MERRIMACK COUNTY SHERIFF DEPT,NH,36
MERRIMACK POLICE DEPT,NH,6
MIDDLETON POLICE DEPT,NH,1
MILTON POLICE DEPT,NH,3
MONT VERNON POLICE DEPT,NH,1
NASHUA POLICE DEPT,NH,32
NEW BOSTON POLICE DEPT,NH,2
NEW DURHAM POLICE DEPT,NH,2
NEWTON POLICE DEPT,NH,5
NH STATE POLICE,NH,3
NORTHFIELD POLICE DEPT,NH,10
NORTHWOOD POLICE DEPT,NH,2
PEMBROKE POLICE DEPT,NH,3
PETERBOROUGH POLICE DEPT,NH,4
PIERMONT POLICE DEPT,NH,6
PLAISTOW POLICE DEPT,NH,13
ROCKINGHAM COUNTY SHERIFF DEPT,NH,52
SALEM POLICE DEPT,NH,4
SANDOWN POLICE DEPT,NH,15
SANDWICH POLICE DEPT,NH,3
SEABROOK POLICE DEPT,NH,8
SOMERSWORTH POLICE DEPT,NH,6
SPRINGFIELD POLICE DEPT,NH,4
STRAFFORD COUNTY SHERIFF DEPT,NH,5
SUTTON POLICE DEPT,NH,1
TAMWORTH POLICE DEPT,NH,1
TILTON POLICE DEPT,NH,36
TOWN OF EPPING NH POLICE DEPT,NH,4
TROY POLICE DEPT,NH,4
WAKEFIELD POLICE DEPT,NH,22
WATERVILLE VALLEY POLICE DEPT,NH,6
ABERDEEN TOWNSHIP POLICE DEPT,NJ,8
ALLENHURST POLICE DEPT,NJ,21
ASBURY PARK POLICE DEPT,NJ,1
ATLANTIC CITY POLICE DEPT,NJ,8
AVALON POLICE DEPT,NJ,6
AVON BY THE SEA POLICE DEPT,NJ,7
BARNEGAT TOWNSHIP POLICE DEPT,NJ,32
BEACH HAVEN POLICE DEPT,NJ,2
BEDMINSTER TOWNSHIP POLICE DEPT,NJ,4
BELLEVILLE POLICE DEPT,NJ,33
BELMAR POLICE DEPT,NJ,53
BERGEN COUNTY SHERIFF DEPT,NJ,57
BERKELEY TOWNSHIP POLICE DEPT,NJ,30
BERLIN TOWNSHIP POLICE DEPT,NJ,10
BERNARDSVILLE POLICE DEPT,NJ,44
BLOOMFIELD POLICE DEPT,NJ,12
BOONTON POLICE DEPARTMENT,NJ,5
BOROUGH OF BRIELLE,NJ,42
BOROUGH OF CHESTER POLICE DEPT,NJ,5
BRADLEY BEACH POLICE,NJ,6
BRICK TOWNSHIP POLICE DEPT,NJ,17
BRIGANTINE POLICE DEPARTMENT,NJ,4
BROOKLAWN POLICE DEPT,NJ,2
CAMDEN COUNTY SHERIFF DEPT,NJ,30
CAPE MAY COUNTY PROSECUTOR,NJ,7
CHATHAM TOWNSHIP POLICE DEPT,NJ,6
CHERRY HILL POLICE DEPT,NJ,8
CHESILHURST POLICE DEPT,NJ,4
CHESTER TOWNSHIP POLICE DEPT,NJ,1
CHESTERFIELD TWP POLICE DEPT,NJ,5
CINNAMINSON TOWNSHIP POLICE DEPT,NJ,6
CLARK POLICE DEPARTMENT,NJ,1
CLINTON POLICE DEPT,NJ,4
COLLINGSWOOD POLICE DEPT,NJ,12
COLTS NECK TWP POLICE DEPARTMENT,NJ,8
CRANFORD POLICE DEPARTMENT,NJ,9
DEAL POLICE DEPT,NJ,40
DELRAN TOWNSHIP POLICE DEPT,NJ,4
DENVILLE POLICE DEPT,NJ,4
DUNELLEN POLICE DEPT,NJ,6
EAST GREENWICH TOWNSHIP POLICE,NJ,3
EAST HANOVER POLICE DEPT,NJ,40
EASTAMPTON POLICE DEPT,NJ,3
EATONTOWN POLICE DEPT,NJ,51
EGG HARBOR CITY POLICE DEPARTMENT,NJ,4
ELIZABETH POLICE DEPT,NJ,19
ENGLEWOOD CLIFFS POLICE DEPARTMENT,NJ,5
ENGLISHTOWN POLICE DEPT,NJ,1
ESSEX COUNTY SHERIFF DEPT,NJ,6
EVESHAM POLICE DEPT,NJ,12
EWING POLICE DEPT,NJ,6
FAIR HAVEN BOROUGH POLICE DEPT,NJ,1
FEDERAL BUREAU OF INVESTIGATION,NJ,472
FORT LEE POLICE DEPT,NJ,97
FREEHOLD BORO POLICE DEPT,NJ,21
FREEHOLD TOWNSHIP POLICE DEPT,NJ,1
GALLOWAY TOWNSHIP POLICE DEPT,NJ,3
GARFIELD POLICE DEPARTMENT,NJ,9
GARWOOD POLICE DEPARTMENT,NJ,25
GLOUCESTER CITY POLICE DEPT,NJ,10
HACKENSACK POLICE DEPT,NJ,23
HAMMONTON POLICE DEPT,NJ,13
HARDING TOWNSHIP POLICE DEPT,NJ,3
HARRINGTON PARK POLICE DEPT,NJ,6
HARRISON TOWNSHIP POLICE DEPT,NJ,119
HARVEY CEDARS POLICE DEPT,NJ,3
HASBROUCK HEIGHTS POLICE DEPT,NJ,10
HAZLET TOWNSHIP POLICE DEPT,NJ,158
HI NELLA POLICE DEPT,NJ,2
HIGHLANDS BOROUGH POLICE DEPT,NJ,1
HOLMDEL TWP POLICE DEPT,NJ,6
HOWELL TOWNSHIP POLICE DEPT,NJ,128
JACKSON TWP POLICE DEPT,NJ,89
JERSEY CITY POLICE DEPT,NJ,170
KEANSBURG POLICE DEPT,NJ,11
KEARNY POLICE DEPT,NJ,15
KENILWORTH POLICE DEPT,NJ,145
KEYPORT POLICE DEPARTMENT,NJ,10
LACEY TOWNSHIP POLICE DEPT,NJ,5
LAKEHURST POLICE DEPT,NJ,23
LAKEWOOD POLICE DEPT,NJ,27
LEONIA POLICE DEPT,NJ,8
LINDEN POLICE DEPT,NJ,9
LITTLE FERRY POLICE DEPT,NJ,3
LITTLE SILVER POLICE DEPT,NJ,25
LIVINGSTON POLICE DEPT,NJ,18
LONG BEACH TOWNSHIP POLICE DEPT,NJ,8
LONG BRANCH POLICE DEPT,NJ,6
LONG HILL TOWNSHIP POLICE DEPT,NJ,7
LUMBERTON TWP POLICE DEPT,NJ,2
LYNDHURST POLICE DEPT,NJ,7
MADISON POLICE DEPT,NJ,6
MANALAPAN TOWNSHIP POLICE DEPT,NJ,20
MANCHESTER POLICE DEPT,NJ,55
MANTOLOKING POLICE DEPT,NJ,2
MANTUA TOWNSHIP POLICE DEPARTMENT,NJ,1
MAPLE SHADE POLICE DEPT,NJ,6
MAPLEWOOD POLICE DEPARTMENT,NJ,4
MARLBORO TOWNSHIP POLICE DEPT,NJ,39
MATAWAN POLICE DEPT,NJ,59
MIDDLE TOWNSHIP POLICE DEPT,NJ,13
MIDDLETOWN TOWNSHIP POLICE DEPT,NJ,357
MILLTOWN POLICE DEPT,NJ,8
MILLVILLE POLICE DEPT,NJ,34
MONMOUTH BEACH POLICE DEPT,NJ,3
MONMOUTH COUNTY SHERIFF DEPT,NJ,14
MONROE TOWNSHIP POLICE DEPT,NJ,12
MONTVILLE TOWNSHIP POLICE DEPT,NJ,8
MORRIS COUNTY PARK POLICE,NJ,242
MORRISTOWN  BUREAU OF POLICE,NJ,6
MOUNT OLIVE TOWNSHIP POLICE DEPT,NJ,34
MOUNTAIN LAKES POLICE DEPT,NJ,6
MOUNTAINSIDE POLICE DEPT,NJ,15
MULLICA  POLICE DEPARTMENT,NJ,3
NEPTUNE CITY POLICE DEPT,NJ,15
NEW BRUNSWICK POLICE DEPARTMENT,NJ,13
NEW PROVIDENCE POLICE DEPARTMENT,NJ,1
NEWARK POLICE DEPT,NJ,2
NJ FISH AND WILDLIFE BUREAU OF LAW,NJ,31
NJ STATE POLICE AVIATION BUREAU,NJ,6
NJ STATE POLICE LAKEHURST,NJ,5
NJ STATE POLICE TRENTON,NJ,62
NJ STATE POLICE-FIELD OPS SECTION,NJ,53
NJ TRANSIT POLICE,NJ,15
NORTH WILDWOOD POLICE DEPT,NJ,14
OCEAN COUNTY SHERIFF DEPT,NJ,6
OCEAN GATE POLICE DEPT,NJ,4
OCEAN TOWNSHIP POLICE DEPT,NJ,4
OLD TAPPAN POLICE DEPT,NJ,4
PARAMUS POLICE DEPT,NJ,229
PASSAIC COUNTY SHERIFF DEPARTMENT,NJ,542
PATERSON POLICE DEPT,NJ,25
PAULSBORO POLICE DEPARTMENT,NJ,25
PEMBERTON TOWNSHIP POLICE DEPT,NJ,23
PERTH AMBOY POLICE DEPT,NJ,543
PINE BEACH POLICE DEPT,NJ,1
PISCATAWAY POLICE DEPT,NJ,17
PLAINFIELD POLICE DEPT,NJ,63
PLEASANTVILLE POLICE DEPT,NJ,2
PLUMSTED TOWNSHIP POLICE DEPT,NJ,3
POINT PLEASANT BEACH POLICE DEPT,NJ,32
POINT PLEASANT POLICE DEPT,NJ,1
RAHWAY POLICE DEPT,NJ,59
RAMSEY POLICE DEPT,NJ,1
RARITAN TOWNSHIP POLICE DEPT,NJ,7
READINGTON TOWNSHIP POLICE DEPT,NJ,10
RED BANK POLICE DEPT,NJ,22
RIVER VALE POLICE DEPT,NJ,3
ROBBINSVILLE TWP POLICE DEPARTMENT,NJ,1
ROCHELLE PARK POLICE DEPT,NJ,2
ROSELLE PARK POLICE DEPT,NJ,5
ROXBURY TOWNSHIP POLICE DEPT,NJ,10
RUMSON POLICE DEPT,NJ,4
RUTHERFORD POLICE DEPARTMENT,NJ,2
SADDLE RIVER POLICE DEPT,NJ,6
SAYREVILLE POLICE DEPT,NJ,39
SCOTCH PLAINS POLICE DEPT,NJ,28
SEA BRIGHT POLICE DEPT,NJ,11
SEA GIRT BOROUGH POLICE DEPT,NJ,52
SEASIDE HEIGHTS POLICE DEPT,NJ,7
SEASIDE PARK POLICE DEPT,NJ,45
SHIP BOTTOM POLICE DEPT,NJ,3
SHREWSBURY POLICE DEPT,NJ,34
SPRING LAKE BOROUGH POLICE DEPT,NJ,27
SPRING LAKE HEIGHTS POLICE DEPT,NJ,57
SPRINGFIELD POLICE DEPARTMENT,NJ,4
SPRINGFIELD TWP POLICE DEPARTMENT,NJ,37
STAFFORD TOWNSHIP POLICE DEPT,NJ,25
TINTON FALLS POLICE DEPT,NJ,205
TOMS RIVER TOWNSHIP POLICE DEPT,NJ,104
TOTOWA POLICE DEPT,NJ,6
TRENTON POLICE DEPT,NJ,14
UNION BEACH POLICE,NJ,115
UNION COUNTY PROSECUTORS OFFICE LE,NJ,16
UNION TOWNSHIP POLICE DEPT,NJ,134
UPPER SADDLE RIVER POLICE DEPT,NJ,45
US DHS ICE INVESTIGATIONS NEWARK,NJ,5
WALL TOWNSHIP POLICE DEPT,NJ,13
WASHINGTON TWP POLICE DEPT,NJ,6
WATERFORD TWP POLICE DEPARTMENT,NJ,5
WEST CALDWELL POLICE DEPT,NJ,1
WEST DEPTFORD POLICE DEPT,NJ,1
WEST LONG BRANCH POLICE DEPT,NJ,2
WEST MILFORD POLICE,NJ,12
WEST NEW YORK POLICE DEPT,NJ,16
WEST PATERSON POLICE DEPT,NJ,1
WEST WILDWOOD POLICE DEPT,NJ,12
WEST WINDSOR TWP POLICE DEPT,NJ,6
WESTAMPTON POLICE DEPT,NJ,5
WESTFIELD POLICE DEPT,NJ,125
WILDWOOD POLICE DEPT,NJ,9
WOODCLIFF LAKE POLICE DEPARTMENT,NJ,12
WOOLWICH TOWNSHIP POLICE DEPT,NJ,2
ALAMOGORDO DEPT OF PUBLIC SAFETY,NM,3
ALBUQUERQUE POLICE DEPT,NM,17
BERNALILLO COUNTY SHERIFF DEPT,NM,23
BLOOMFIELD POLICE DEPT,NM,4
CARISBAD POLICE DEPT,NM,6
CATRON COUNTY SHERIFF DEPT,NM,13
CHAVES COUNTY SHERIFF OFFICE,NM,5
CIBOLA COUNTY SHERIFF DEPT,NM,10
CIMARRON POLICE DEPT,NM,1
CLOVIS POLICE DEPT,NM,1
COLFAX COUNTY SHERIFF DEPT,NM,39
DEMING POLICE DEPT,NM,2
DNR CONSERVATION ENF DIVISION,NM,26
DONA ANA COUNTY SHERIFF DEPT,NM,6
ELIDA POLICE DEPT,NM,2
ESPANOLA POLICE DEPT,NM,2
FARMINGTON  POLICE DEPT,NM,8
HOBBS POLICE DEPT,NM,1
ISLETA PUEBLO TRIBAL POLICE DEPT,NM,43
ISLETA TRIBAL POLICE DEPT,NM,7
JICARILLA DNR,NM,12
LAS CRUCES POLICE DEPT,NM,21
LAS VEGAS POLICE DEPT,NM,3
LEA COUNTY SHERIFF DEPT,NM,29
LINCOLN COUNTY SHERIFF,NM,10
LOS ALAMOS POLICE DEPARTMENT,NM,1
LOS LUNAS POLICE DEPT,NM,20
LUNA COUNTY SHERIFF DEPT,NM,4
MORA COUNTY SHERIFF DEPT,NM,4
NM DEPT OF CORRECTIONS,NM,1
NM MOUNTED PATROL,NM,1
NM STATE POLICE,NM,34
NM STATE UNIVERSITY POLICE HI_ED,NM,3
OTERO COUNTY SHERIFF DEPT,NM,6
PORTALES POLICE DEPT,NM,3
PUEBLO OF POJOAQUE TRIBAL PD,NM,122
QUESTA POLICE DEPT,NM,73
RAMAH NAVAJO POLICE DEPT,NM,3
RED RIVER MARSHALS OFFICE,NM,36
RIO ARRIBA COUNTY SHERIFF ESPANOLA,NM,21
RIO RANCHO POLICE DEPT,NM,3
ROSWELL POLICE DEPT,NM,2
RUIDOSO POLICE DEPT,NM,7
SAN JUAN COUNTY SHERIFF DEPT,NM,30
SAN MIGUEL COUNTY SHERIFF DEPT,NM,3
SANDOVAL COUNTY SHERIFF DEPT,NM,7
SANTA ANA POLICE DEPT,NM,106
SANTA CLARA TRIBAL POLICE DEPT,NM,10
SANTA FE COUNTY SHERIFF DEPT,NM,7
SANTA FE POLICE DEPT,NM,15
SANTA ROSA POLICE DEPT,NM,1
SILVER CITY POLICE DEPT,NM,1
SUNLAND PARK POLICE DEPT,NM,7
TAOS POLICE DEPT,NM,63
TAOS SKI VALLEY DPS,NM,13
TEXICO POLICE DEPT,NM,1
TORRANCE COUNTY SHERIFF DEPT,NM,31
TRUTH OR CONSEQUENCES POLICE DEPT,NM,2
