Item Name,Quantity
DESC=VIEWER  NIGHT VISION,12
"DESC=VIEWER KIT,NIGHT VI",1
DESC=VIEWER NIGHT VIS,1
DESC=VIEWER NIGHT VIS COM,1
DESC=VIEWER NIGHT VISION,1
DESC=VIEWING SET,1
DESC=VINDICATOR KIT MOSSBRG 500,2
DESC=VIPER SCOPE,6
DESC=VOLTAGE DETECTOR,1
"DESC=WATCH,DETECTION DEVICE",1
DESC=WATER TANK PLASTIC,2
DESC=WEAPON AIDS,30
DESC=WEAPON LIGHT,40
DESC=WEAPONS FLASHLIGHT,1
DESC=WEAPONS LIGHT,7
DESC=WEAPSONS SIGHT ASSY,5
DESC=WHIP ANTENNA,2
DESC=WIPER  ARM,4
DESC=WIRELESS CARD,1
DESC=WIRELESS LAN CARD,1
DESC=XTS 3000 II HAND HELD,8
DESC=YOKE BALLISTIC,9
"DESICCANT CONTAINER,DEHUMIDIFI",1
DESICCANT PACK,7
"DESICCANT,ACTIVATED",30
DESK,162
DESK ACCESSORY SET,9
"DESK,FIELD",40
"DESK,FLAT TOP",6
"DETECTING AND TRACING SET,METAL",24
"DETECTING SET,MINE",490
"DETECTING-RANGING SET,FIRE CONTROL",80
DETECTOR ASSEMBLY,1
"DETECTOR KIT,CHEMICAL AGENT",1
"DETECTOR KIT,GAS",8
"DETECTOR,ANTI-INTRUSION",25
"DETECTOR,CELLULAR,TELEPHONE",1
"DETECTOR,CHEMICAL AGENT,AUTOMATIC",10
"DETECTOR,END-TIDAL,CARBON DIOXIDE",1
"DETECTOR,EXPLOSIVE ORDNANCE",151
"DETECTOR,GAS",55
"DETECTOR,GAS AND OXYGEN",1
"DETECTOR,HEAT",1
"DETECTOR,METAL",45
"DETECTOR,METAL FLAW,ELECTRONIC",2
"DETECTOR,METAL,SECURITY",5
"DETECTOR,METALLIC PARTICLE",20
"DETECTOR,MINE",95
"DETECTOR,MOTION,VID",2
"DETECTOR,RADIAC",380
"DETECTOR,RADIO FREQUENCY",5
"DETECTOR,VIDEO SIGNAL",1
"DETECTOR,WALKTHROUGH,METAL",1
"DETECTOR,WIND DIRECTION AND SPEED",1
"DETECTOR,WIND SPEED",7
"DETENT,PAWL",12
"DETENT,SAFETY",75
"DETERGENT,UTILITY",4
"DEVICE,PURGE",11
"DIAL ASSY,INDICATOR",6
DIAL INDICATOR ASSE,2
"DIAL,ELEVATION",10
"DIAL,INDICATOR BOX",12
"DIAL,SCALE",1
"DIE AND TAP SET,THREAD CUTTING",41
"DIE SET,METAL STAMPING,HAND",1
"DIE,FASTENER SETTING",6
"DIE,RETHREADING",1
DIESEL DECAL,12
DIESEL ENGINES AND COMPONENTS,9
"DIFFERENTIAL,DRIVING AXLE",6
"DIFFUSER,LIGHT",5
"DIFIBRILLATOR,AUTOMATIC EXTERNAL",1
"DIGGER,POSTHOLE,HINGED",83
DIGITAL IMAGING SET,1
DIGITAL VIDEO MANAGEMENT SYSTEM,7
DINING PACKET,7
"DIPPER,KITCHEN",31
DIRECTION FINDER GROUP,2
DIRECTION FINDER SET,17
"DISC,BRAKE",10
"DISCHARGE TUBE,COMP",1
"DISCHARGER,BATTERY",8
DISCONNECT-SEMI,121
DISCONNECTOR,219
"DISH,EATING",1
DISHWASHER,6
DISINFECTING KIT,897
"DISINTEGRATOR,PAPER",1
"DISK AND HUB,COMPRESSOR,AIRCRAFT GAS TURBINE ENGINE",5
DISK BRAKE SHOE,26
DISK DRIVE,99
DISK DRIVE HARD,10
DISK DRIVE UNIT,149
"DISK,ABRASIVE",55
"DISK,FLEXIBLE",20
"DISK,INDICATOR,OIL",10
"DISK,TURBINE ROTOR",5
"DISK,TURBINE ROTOR SEALING",1
"DISK,TURBINE,AIRCRAFT GAS TURBINE ENGINE",8
"DISKS AND STONES, ABRASIVE",125
DISPENSER,154
"DISPENSER,BEVERAGE,MECHANICALLY COOLED",4
"DISPENSER,BREAD",1
"DISPENSER,BULK MILK,MECHANICALLY COOLED",1
"DISPENSER,DRINKING WATER,MECHANICALLY COOLED",5
"DISPENSER,DRINKING WATER,NONMECHANICALLY COOLED",7
"DISPENSER,ICE",1
"DISPENSER,LIQUID,INSULATED",46
"DISPENSER,PAPER CLIP",32
"DISPENSER,PRESSURE SENSITIVE ADHESIVE TAPE",32
"DISPENSER,SOAP",62
"DISPENSING PUMP,HAND DRIVEN",14
DISPLAY BOARD,1
"DISPLAY BOARD,DIGIT",3
DISPLAY UNIT,135
"DISPLAY UNIT,FLIGHT INFORMATION",1
"DISPLAY UNIT,HEAD-UP",5
"DISPLAY UNIT,THERMAL IMAGING SYSTEM,COMPACT MODULAR SIGHT",1
"DISPLAY,HOOKLOAD",3
"DISPLAY,OPTOELECTRONIC",2
"DISPOSAL CONTAINER,HYPODERMIC NEEDLE AND SYRINGE",91
"DISPOSAL CONTAINER,SUTURE NEEDLE AND BLADE",1
DISTRIBUTION BOX,5
"DISTRIBUTOR,WATER,TANK TYPE",7
DITCHING MACHINE,4
DIVER'S DRESS,127
DIVER'S SUIT,1
"DIVIDER,AMMUNITION RACK",4
DIVING EQUIPMENT SET,39
"DIVING,UNDERWATER P",1
DOCKING STATION,31
DOCKING STATION/,4
DOLLY,1
"DOLLY SET,LIFT,TRANSPORTABLE SHELTER",2
"DOLLY,STORAGE AND TRANSPORTATION",1
DONGLE,5
"DOOR ASSEMBLY,AIRCRAFT SEAT",1
"DOOR,ACCESS,AIRCRAFT",3
"DOOR,ACCESS,WEAPON SYSTEM",8
"DOOR,AIRCRAFT",4
"DOOR,CREW",6
"DOOR,HATCH,VEHICLE",27
"DOOR,VEHICULAR",823
"DOSEMETER,ELECTRONIC,PERSONAL MK.2",2
"DOUBLE BOILER,COOKING",5
"DRAFTING, SURVEYING, MAPPING INSTRUMENTS",22
"DRAG BAG,SNIPER RIFLE",4
"DRAG LINK,STEERING",10
"DRAIN,OIL",5
"DRAINING KIT,FUEL",2
"DRAPERIES, AWNINGS, AND SHADES",1
DRAWER,22
"DRAWER,MARINE",9
"DRAWER,SMALL PARTS STORAGE CABINET",1
"DRAWERS,COLD WEATHER",3926
"DRAWERS,EXTREME COLD WEATHER",1314
"DRAWERS,FLAME RESISTANT",2
"DRAWERS,FLYERS",15
"DRAWERS,FLYERS'",20
"DRAWERS,MEN'S",570
DRAWING BOARD AND TRESTLE,5
DRESSER,54
"DRESSING,ALGINATE,IMPREGNATED",2
"DRESSING,BURN",126
"DRESSING,BURN,FIRST AID",860
"DRESSING,CHEST SEAL WOUND",2177
"DRESSING,COMPRESSION",13883
"DRESSING,FIRST AID,FIELD",1519
"DRESSING,OCCLUSIVE,ADHESIVE",70
"DRESSING,PRESSURE PAD",362
"DRESSING,WOUND CONTACT",3
"DRIER,HAND,ELECTRIC",2
"DRILL BITS, COUNTERBORES, COUNTERSINKS",171
DRILL PRESS,1
"DRILL SET,TWIST",26
"DRILL-DRIVER,ELECTRIC,PORTABLE",24
"DRILL, POWER",89
"DRILL,ELECTRIC,PORTABLE",55
"DRILL,HAND",1
"DRILL,MULTI-STEP/",12
"DRILL,PNEUMATIC,PORTABLE",4
"DRILL,PNEUMATIC,SINKER",2
"DRILL,TWIST",4
DRILLING AND TAPPING MACHINES,3
"DRILLING MACHINE,RADIAL",1
"DRILLING MACHINE,UPRIGHT",16
DRINKING SYSTEM,1532
DRINKING SYSTEM RESERVOIR,2470
"DRIVE HEAD,SOCKET WRENCH HANDLE",5
DRIVE RING SET,2
"DRIVE SHAFT ASSEMBLY,CONSTANT VELOCITY,VEHICULAR",2
DRIVE SHAFT-SEG,32
"DRIVE,CAMERA,SECURITY",9
"DRIVER,BALL-ALLEN",8
"DRIVER,FENCE POST",40
"DRIVER,PROJECTILE,EXPLOSIVE ORDNANCE DISPOSAL",7
"DRIVESHAFT ASSY,TAI",10
"DRUM,BASS",1
"DRUM,FABRIC,COLLAPSIBLE",6
"DRUM,HAZARDOUS MATERIAL DISPOSAL",17
"DRUM,SHIPPING AND STORAGE",20
"DRUM,SNARE",1
"DRUM,WINCH",6
"DRUM,WINCH,VEHICULAR",2
DRUMS AND CANS,18
"DRY CHEMICAL,FIRE EXTINGUISHER",179
DRY CLEANING CHEMS W/NO F-LISTED SOLVENT,156
"DRY SUIT,RESCUE",110
"DRY SUIT,RESCUE SWIMMERS",2
DRYER ELEMENT,4
DUAL PERSONAL ROLE RADIO,132
DUAL VGA VIDEO SPLITTER,3
DUAL VISOR ASSEMBLY,39
DUCT,4
"DUCT ADAPTER KIT,AIR CONDITIONER",9
"DUCT ASSEMBLY,AIR CONDITIONING-HEATING,AIRCRAFT",17
"DUCT ASSEMBLY,AIR CONDITIONING-HEATING,VEHICULAR",2
"DUCT ASSEMBLY,BLEED AIR",5
"DUCT ASSY,AIR",8
"DUCT,AIR OUTLET",18
"DUCT,COOLING",4
"DUCT,EXHAUST,AIRCRAFT GAS TURBINE ENGINE",1
"DUCT,OIL COOLER",3
DUMBELL,846
"DUMBELLS,PHYSICAL THERAPY",10
"DUMMY LOAD,ELECTRICAL",15
"DUMP BODY,DEMOU,XM6",2
"DUPLEX HOSE,RUBBER",7
DUST COVER EYE,4
DUSTPAN,15
DUTY BELT,24
DVD DRIVE,27
DVD PLAYER,73
"EARCUP,HELMET",20
EARPHONE AND HEADBAND,8
"EARSEAL,HELMET",10
EARTH MOVING AND EXCAVATING EQUIPMENT,59
"EASEL,DISPLAY AND TRAINING",9
EGG WHIP,5
"EJECTOR,CARTRIDGE",80
"ELBOW ASSEMBLY,NIGHT VISION",20
"ELBOW ASSY,QUICK DR",2
"ELBOW PADS,EXTERNAL LARGE",159
"ELBOW,CONTROL STICK",2
"ELBOW,DRAINAGE PIPE",29
"ELBOW,PAD",1623
"ELBOW,PAD,TACTICAL",20
"ELBOW,PADS",158
ELEC POWER DIST EQ,1
ELECTRIC ARC WELDING EQUIPMENT,39
ELECTRIC LAMPS,885
ELECTRIC LIGHTING FIXTURES,79
ELECTRIC PORTABLE AND HAND LIGHTING EQUI,25
Electric Portable and Hand Lighting Equipment,110
"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",1197
ELECTRIC RESISTANCE WELDING EQUIPMENT,2
ELECTRIC VEHICULAR LIGHTS AND FIXTURES,209
ELECTRICAL HARDWARE AND SUPPLIES,141
Electrical Insulators and Insulating Materials,5
ELECTRICAL INSULATORS AND MATERIALS,21
ELECTRICAL RACK,7
"ELECTRODE,WELDING",41
ELECTRONIC COMPONENTS ASSEMBLY,12
ELECTRONIC COUNTERMEASURES,10
ELECTRONIC MODULE,1
ELECTRONIC SHOP SEM,2
"ELECTRONIC SHOP,SEMITRAILER MO",1
"ELECTRONIC SHOP,SEMITRAILER MOUNTED",8
"ELECTRONIC SHOP,TRANSPORTABLE",3
"ELECTRONIC UNIT,NIGHT VISION VIEWER",4
"ELECTRONIC UNIT,THE",4
"ELECTRONIC UNIT,THERMAL WITH CONTAINER",3
"ELEVATING AND TRAVERSING MECHANISM,CREW-SERVED WEAPON",5
"ELEVATOR,AIRCRAFT",17
"ELEVATOR,CARTRIDGE",2
"ELEVATOR,PORTABLE",1
ELLIPTICAL,104
ELLIPTICAL EXERCISE,1
"EMBOSSING MACHINE,IDENTIFICATION TAPE",1
EMERG DECON SHELTER,2
"EMITTER,INFRARED",13
"EMPTY DRUM, PLASTIC, TRIPLE RINSED",6
ENCRYPTION-DECRYPTION EQUIPMENT,13
END TABLE,19
ENG CONTROL LEVER,2
ENGINE AND CONTAINE,2
"ENGINE BLOCK ASSEMBLY,DIESEL",1
"ENGINE BLOCK,DIESEL",1
"ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT",2
"ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRA",2
ENGINE STARTER,2
ENGINE W CONTAINER,2
"ENGINE,AIRCRAFT,TURBO-SHAFT",11
"ENGINE,DIESEL",53
"ENGINE,TURBO",3
"ENGINE,W CONTAINER",3
"ENGINE,WITH CONTAIN",2
"ENGRAVING MACHINE,PANTOGRAPH",1
ENHANCED BED NET SET,49
ENHANCED FRAME SHOULDER STRAPS,35
ENHANCED REFRIGERATION UNIT,1
ENTERTAINMENT CENTER,1
"ENVELOPE,MAILING",4
"ENVELOPE,TRANSPARENT",6
ENVIRONMENTAL CONTROL SYSTEM,1
EOD ROBOT,43
EOD SEARCH KIT,5
"EQUALIZER,BATTERY",2
EQUIPMENT BELT EXTE,80
"EQUIPMENT SET,NVS",1
"ERASER,MAGNETIC",1
"ERASER,RUBBER",1
ESS Crossbow 2LS Spectacle Kit,4
"ETCHER,ELECTRIC",3
"EXCAVATOR,UTILITY,CRAWLER MOUNTED",2
"EXCAVATOR,UTILITY,WHEEL MOUNTED",4
"EXCITER,IGNITION",1
"EXCLUDER,SLEEVE ASS",1
"EXERCISE EQUIPMENT,",6
"EXERCISE MACHINE,GYMNASTIC",1
"EXERCISE MACHINE,STATIONARY BICYCLE",17
EXERCISER,1
"EXERCISER,STEPPER",1
"EXERCISER,TREADMILL",9
EXHAUST STACK ASSEMBLY,13
EXPANDO SLEEVE,150
EXPANSION MODULE 16,2
"EXPLORER,DENTAL",40
EXPLOSIVE DETECTOR,11
"EXTENSION CORD,MBU",5
"EXTENSION SET,INTRAVENOUS ADMINISTRATION",2
"EXTENSION SET,SOCKET WRENCH",4
EXTENSION SHAFT,4
"EXTENSION,LOWER",214
"EXTENSION,LOWER RECEIVER",84
"EXTENSION,SOCKET WRENCH",70
EXTERNAL LIGHT KIT,2
EXTERNAL MEDICAL MODULAR POCKET,19
"EXTINGUISHER-DRILL,FIRE",4
"EXTINGUISHER,FIRE",356
"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",69
EXTRACTION ROPE,45
"EXTRACTOR SET,SCREW",41
"EXTRACTOR,CARTRIDGE",287
"EXTRACTOR,IMAGE INTENSIFIER",1
"EXTRACTOR,RUPTURED CARTRIDGE CASE",4
"EXTRACTOR,SCREW",2
"EXTRACTOR,TARGET,INTERROGATOR SET",8
EXTRICATION DEVICE SET,10
"EXTRICATION KIT,RECIPROCATING SAW,RESCUE AND SALVAGING",1
EYE AND FACE WASH STATION,12
EYE PROTECTOR,10
"EYE WASH STATION,PORTABLE",10
EYE WASH UNIT,36
"EYEBROW,LIGHT",20
EYECUP ASSEMBLY,1
EYEGUARD,1
EYEPIECE ASSEMBLY,8
"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",229
"EYESHIELD,OPTICAL",7
"EYESHIELD,OPTICAL INSTRUMENT",74
EYEWASH EQUIPMENT,4
"EYEWASH,PORTABLE",1
F4949R OBJECTIVE LE,19
"FACE GUARD,PARARESCUE HELMET",26
FACE SHIELD,1980
"FACE SHIELD,TACTICAL SIMULATION HELMET",64
FACEMASK,230
"FACEPIECE,BREATHING EQUIPMENT",12
"FACESHIELD,INDUSTRIAL",87
"FACESHIELD,MILITARY,RIOT CONTROL",395
"FACESHIELD,PROTECTIVE",9
"FACESHIELD,RIOT CONTROL",279
FACSIMILE SET,4
"FAIRING ASSY,ENGINE",2
"FAIRING,INLET GUIDE",1
"FALL ARRESTER ASSEMBLY,GUIDED TYPE",47
FAN,26
"FAN ASSEMBLY,CENTRIFUGAL",3
"FAN,CENTRIFUGAL",12
"FAN,CIRCULATING",92
"FAN,ELECTRICAL",5
"FAN,TUBEAXIAL",2
"FAN,VANEAXIAL",1
"FAN,VENTILATING",5
"FANS, AIR CIRCULATORS, AND BLOWER EQUIP",15
FAST ATTACK VEHICLE,5
"FASTENER TAPE,HOOK",121
"FASTENER TAPE,HOOK AND PILE",70
"FASTENER TAPE,HOOK,",130
"FASTENER TAPE,PILE",208
"FASTENER,PAPER",29
FASTENING DEVICES,85
FATS 5 SYSTEM,2
"FAX MACHINE, ANALOG",3
"FAX MACHINE, DIGITAL",9
"FAX,SECURE",4
"FEEDER,WIRE,WELDING",1
FELT PAD,3
"FENCING, FENCES, GATES AND COMPONENTS",102
"FENCING,WIRE",403
"FENDER,MARINE",6
FIBER OPTIC CABLES,3086
"FIBER ROPE ASSEMBLY,SINGLE LEG",336
"FIBER ROPE, CORDAGE, AND TWINE",37
FIBERSCOPE,67
"FIBRE,OPTIC,BLOCK",2
"FIELD HAND WASH STATION,GREEN",8
"FIELD HAND WASH STATION,TAN",4
FIELD PACK,10529
"FIELD PACK,LARGE,SET",1537
"FIELD PACK,SURVIVAL KIT,AIRCRAFT SEAT",65
FIELD SERVICE KIT,21
"FIELD SHOWER,PORTABLE",14
FIELD SINK ASSEMBLY,5
FIFTH WHEEL ASSEMBLY,4
FIGHTING LOAD CARRIER,854
FILE CABINET,182
FILE HOLDER,2
"FILE,HAND",34
"FILE,ROTARY",15
FILING CABINET,33
"FILL DEVICE,ELECTRO",6
FILLER AND BLEEDER,1
"FILLER AND BLEEDER,HYDRAULIC SYSTEM,POWER OPERATED",2
"FILLER,MAGAZINE",221
"FILLER,SPEED BUMP",30
"FILM,WINDSHIELD TEAR-OFF - LH",15
"FILM,WINDSHIELD TEAR-OFF - RH",5
"FILTER ASSEMBLY,FUE",3
"FILTER CAP,INSTRUME",3
FILTER CARTRIDGE,3
FILTER CAVITY ASSEM,1
"FILTER ELEMENT,FLUID",201
"FILTER ELEMENT,INTAKE AIR CLEANER",41
"FILTER,ACOUSTICAL",6
"FILTER,BAND PASS",3
"FILTER,CHARCOAL",4
"FILTER,DRINKING SYSTEM",100
"FILTER,FLASHLIGHT",414
"FILTER,INFRARED LIGHT",375
"FILTER,LIGHT,INTERFERENCE",35
"FILTER,LIGHT,OPTICAL INSTRUMENT",1
"FILTER,LIGHT,PANEL",1
"FILTER,NIGHT VISION",6
"FILTER,RADIO FREQUENCY INTERFERENCE",2
"FILTER,RESPIRATOR,AIR FILTERING",116
"FILTER,SIGNAL LIGHT",2
"FILTER,WATER PURIFICATION",295
FINGER PRINT SYSTEM,1
FINGERPRINT IDENTIFICATION KIT,1
FINGERPRINTING MACHINE,22
"FIRE CONTROL DESIGNATING, INDICATING",4
FIRE FIGHTING EQUIPMENT,48
"FIRE STARTER,AVIATI",60
"FIRE STARTING TOOL,MAGNESIUM",77
FIREARM TRAINING SYSTEM,3
FIREMAN'S COAT,3
FIREMAN'S HELMET,32
FIREMEN'S BOOT,2
FIREMEN'S GLOVE,10
FIREMEN'S GLOVES,1
FIREMEN'S TROUSER,4
FIRESUPRSN SYSTEM,1
"FIREWALL,AFT,AIRCRAFT",1
"FIRING ATTACHMENT,BLANK AMMUNITION",476
"FIRING DEVICE,DEMOLITION",19
"FIRING DEVICE,NON-LETHAL",1125
"FIRST AID KIT,EYE DRESSING",105
"FIRST AID KIT,GENERAL PURPOSE",74
"FIRST AID KIT,INDIVIDUAL",9084
"FIRST AID KIT,UNIVERSAL",5224
"FIRST AID KIT,UTILITY",2784
"FISHING KIT,EMERGENCY",283
FITTING,9
FITTING ASSEMBLY,15
"FITTING ASSEMBLY,RETENTION STRAP",37
"FITTING ASSEMBLY,RH",13
"FITTING ASSY,SEAT",4
"FITTING FOR ROPE, CABLE, CHAIN",7
"FITTING KIT,HELMET",5
"FITTING SET,LINER,HELMET",1
"FITTING,LANDING GEAR",3
"FITTING,SUPPORT,FUSELAGE",5
"FITTINGS FOR ROPE, CABLE AND CHAIN",23
"Fittings for Rope, Cable, and Chain",8
FIXED SITE DECONTAMINATION SYSTEM,1
"FIXTURE,BARREL REMO",4
"FIXTURE,CYCLIC STIC",1
"FIXTURE,LIGHTING",69
"FIXTURE,TEST,FIRE CONTROL INSTRUMENT",1
FLAG ASSEMBLY,2
"FLAG,NATIONAL",43
"FLAG,ORGANIZATIONAL",50
FLAGPOLE,1
FLAGSTAFF,52
"FLAMELESS RATION HEATER, WASTE",4
FLANGE FUEL TANK,1
"FLANGE,DUCT OIL COO",6
"FLAP,POUCH FIELD PACK",107
FLASH LAMP,2
"FLASH UNIT,PHOTOGRAPHIC,REPEATING",1
"FLASH, CAMERA",15
"FLASHER,SOLID STATE",4
"FLASHER,THERMAL",1
FLASHING LIGHT BAR AND PA SYSTEM-SIREN,1
FLASHLAMP TRIGGER A,15
FLASHLIGHT,12545
"FLASHLIGHT,LAZERBRITE",85
"FLASK,ERLENMEYER",2
"FLASK,VOLUMETRIC",3
FLAT PANEL MONITOR,838
FLATBED SCANNER,3
FLATWARE SET,2400
FLEXIBLE EXTENSION,6
FLIR,1
"FLOAT,STRETCHER",2
"FLOOD LIGHT,FLEXIBLE",11
FLOODLIGHT ASSEMBLY,41
"FLOODLIGHT SET,ELECTRIC",119
"FLOODLIGHT SET,TRAILER MOUNTED",74
"FLOODLIGHT,ELECTRIC",270
"FLOODLIGHT,EMERGENC",6
"FLOODLIGHT,NVIS WHT",10
FLOOR COVERINGS,1719
"FLOOR PLATE,PLATFOR",1
"FLOOR POLISHERS, VACUUM CLEANING EQUIP",30
"FLOOR,TENT",133
"FLOORBOARD,TRAILER",18
FLOORING PORTABLE SOLID,30
"FLOORPLATE,SNIPER RIFLE",9
"FLOSS,WAXED,DENTAL",2
"FLOTATION VEST,TACTICAL",40
"FLOWMETER,OXYGEN",5
FLUGELHORN,1
"FLY,TENT",12
"FOAM LIQUID,FIRE EXTINGUISHING",71
"FOCUSING RING,OPTICAL INSTRUMENT,NIGHT VISION",5
"FOG GENERATOR,INSECTICIDAL",2
"FOLDER,FILE",114
"FOLDER,FILE,HANGING",149
"FOLDING MACHINE,SHEET METAL,BAR TYPE",1
"FOOD BLENDER,ELECTRIC",1
"FOOD CONTAINER,INSU",2
"FOOD CONTAINER,INSULATED",2
"FOOD COOKING, BAKING, AND SERVING EQUIP",88
"Food Cooking, Baking, and Serving Equipment",3
"FOOD PACKET,SURVIVAL",15
FOOD PRODUCTS MACHINERY AND EQUIPMENT,8
"FOOD TRANSPORTER,INSULATED",43
"FOOT PAD,AMMO BOX",2
FOOTSWITCH ASSEMBLY,1
"FOOTWEAR COVERS,DISPOSABLE",11
"Footwear, Men's",1876
"FOOTWEAR, MENS",20
"FOOTWEAR, WOMEN'S",12
FORCE GRADIENT ASSY,3
"FORCED ENTRY AND RESCUE EQUIPMENT,AIRCRAFT CRASH",38
"FORCED ENTRY AND RESCUE EQUIPMENT,MULTIPURPOSE",7
"FORCED ENTRY,RESCUE",1
"FORCEPS,DRESSING",9
"FORCEPS,HEMOSTATIC",155
"FORCEPS,HEMOSTATIC CLIP",14
"FORCEPS,INTESTINAL",3
"FORCEPS,RUBBER DAM CLAMP,DENTAL",3
"FORCEPS,THORACIC",1
"FORCEPS,TISSUE",133
"FORCEPS,TOOTH EXTRACTING",15
"FORCEPS,TOWEL",1
"FORCEPS,TRACHEAL TUBE",77
FORCIBLE ENTRY TOOL,4
"FORDING KIT,DEEP WA",13
"FORK,FIELD MESS",340
"FORK,LIFT TRUCK",3
"FORK,TABLE",7
FORKLIFT,93
"FORKLIFT,ROUGH TERR",34
"FORM,PRINTED",5
"FORMER,AIRCRAFT",1
"FORMING MACHINE,SHEET METAL,SLIP ROLL",1
FORWARD AREA REFUELING EQUIPMENT,1
FORWARD AREA WATER,3
FORWARD ASSIST ASSEMBLY,232
FORWARD LOOKING INFRARED IMAGING SYSTEM,20
FORWARD REPAIR SYSTEM,1
"FOUNTAIN,EYE AND FACE WASH",29
"FOUNTAIN,EYE AND FACE WASH,EMERGENCY",3
FRAME,40
"FRAME ASSEMBLY,FIELD PACK",38
"FRAME SECTION,STRUCTURAL,VEHICULAR",8
"FRAME SECTION,TENT",10
"FRAME SECTION,WINDOW,VEHICULAR",4
"FRAME,ARMOR,VEHICULAR WINDOW",1
"FRAME,CLOTH BASKET",1
"FRAME,FIELD PACK",144
"FRAME,HAND HACKSAW",30
"FRAME,OUTER WIRE PA",1
"FRAME,PACK,MOLLE",1
"FRAME,PICTURE",12
"FRAME,RUCKSACK",5
"FRAME,STRUCTURAL,VEHICULAR",3
"FRAME,TRAILER,120 MILLIMETER MORTAR",3
"FRAME,TRIGGER",1
"FRAME,USMC PACK",2
"FRAME,WINDOW,VEHICULAR",6
FREEWHEELING ASSEMB,2
FREEZER,22
"FREEZER,MECHANICAL,",1
"FREEZER,MECHANICAL,FOOD",4
"FREEZER,ULTRA-LOW T",3
FRONT FLIP SIGHT LO,18
FRONT RAIL KIT,60
FRYER,8
"FRYER,DEEP FAT",2
FUEL BERM,2
FUEL CAN,18
"FUEL CONTROL,MAIN,T",1
"FUEL CONTROL,MAIN,TURBINE ENGINE",2
"FUEL FITTING,CROSSO",5
FUEL STORAGE TANKS,7
"FUEL SYSTEM,SUPPLY POINT",2
"FUEL TANK,PATCH KIT",1
FULL AUTO TRIGGER K,25
FUME EXTRACTOR SYSTEM,1
FUNNEL,191
"FUNNEL,COMMON,LABORATORY",3
FUSE ASSORTMENT,3
"GAGE SET,TELESCOPING",6
"GAGE,DEPTH,MICROMETER",8
"GAGE,DEPTH,VERNIER",3
"GAGE,FIRING PIN PROTRUSION",20
"GAGE,HEADSPACE",4
"GAGE,RING,TAPER",1
"GAGE,TIRE PRESSURE,SELF-CONTAINED",37
"GAITER,NECK",906
GAITERS,34
"GAITERS,AIRCRAFT,MA",12
"GAMES, TOYS, WHEELED, GOODS",68
GARDENING IMPLEMENTS AND TOOLS,64
GAS CHROMATOGRAPH-MASS SPECTROMETER,2
"GAS ENGINES, EXCEPT AIRCRAFT",18
GAS MASK POUCH,130
"GAS TURBINES AND JET ENGINES, AIRCRAFT",13
"GAS WELD, HEAT CUTTING, METALIZING EQUIP",3
GASKET,24
GASOLINE ROTARY ENGINES AND COMPONENTS,4
"GATE,ELECTRONIC",9
"GAUGE,FIRING,PIN PROTRUSION",1
"GAUZE,ABSORBENT",4
"GAUZE,ABSORBENT,IODOFORM IMPREGNATED",1
"GAUZE,PETROLATUM",7
GEAR ASSEMBLY,1
"GEAR BOX ASSEMBLY,T",1
GEAR RACK,5
"GEAR,INTERNAL",5
"GEAR,SPUR",16
"GEARBOX ASSEMBLY,AIRCRAFT",4
"GEARBOX ASSY,T R 90",58
"GEARBOX,ACCESSORY DRIVE,TURBINE ENGINE",8
"GEARBOX,ASSEMBLY",4
"GEARBOX,TAILROTOR",11
GEARCASE-MOTOR,6
GEARSHAFT ASSY,17
"GEARSHAFT,HELICAL",2
"GEARSHAFT,MULTIPLE GEARS",1
"GEARSHAFT,SPUR",26
"GENERAL PACKET,INDIVIDUAL SURVIVAL KIT",192
GENERATOR,7
"GENERATOR GROUP,TRAILER",1
"GENERATOR SET,35KW",2
"GENERATOR SET,DIESEL ENGINE",492
"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",210
"GENERATOR SET,ENGINE ACCESSORY",1
"GENERATOR SET,GAS TURBINE ENGINE",3
"GENERATOR SET,GASOLINE ENGINE",120
"GENERATOR SET,GASOLINE ENGINE,TRAILER MOUNTED",4
"GENERATOR SET,PORTA",4
"GENERATOR,ALTERNATI",1
"GENERATOR,ALTERNATING CURRENT",40
"GENERATOR,ALTERNATING CURRENT-DIRECT CURRENT",20
"GENERATOR,DIGITAL D",1
"GENERATOR,DIRECT CURRENT",6
"GENERATOR,ELECTRONIC MARKER",1
"GENERATOR,ENGINE ACCESSORY",70
"GENERATOR,FUNCTION,ELECTRONIC TEST",2
"GENERATOR,HAND HELD",79
"GENERATOR,MESSAGE",2
"GENERATOR,SIGNAL",4
"GENERATOR,SWEEP",2
"GENERATOR,TACHOMETER",2
"GENERATORS AND GEN SETS, DEMIL B",8
"GENERATORS AND GEN SETS, DEMIL D",2
"GENERATORS AND GEN SETS, DEMIL Q",20
"GENERATORS AND GENERATOR SETS, ELECTRICA",201
"Generators and Generator Sets, Electrical",2
GIMBAL,14
GIMBLE ASSEMBLY,7
"GLAD HAND,SERVICE",3
"GLARESHIELD,INSTRUM",5
GLASS CLEANER,2
GLASS FABRICATED MATERIALS,10
"GLASS,LAMINATED",1
